,dist,nb_points,mean_intensity,scene_name,split
0,41.6960800346641,522,42.94252873563219,3_fire_site_3.3,train
1,29.570520102276515,183,38.38217213114754,3_fire_site_3.3,train
2,37.98027234084811,358,56.162403980446925,3_fire_site_3.3,train
3,29.0852626359002,411,77.26155717761557,3_fire_site_3.3,train
4,38.54604427173348,360,53.14488932291667,3_fire_site_3.3,train
5,42.064667636038486,396,42.048611111111114,3_fire_site_3.3,train
6,29.94931368016926,410,60.41785442073171,3_fire_site_3.3,train
7,38.386564110127956,334,62.56192692739521,3_fire_site_3.3,train
8,29.479407978188057,158,97.22135828718355,3_fire_site_3.3,train
9,39.08505978763173,321,51.357099396417446,3_fire_site_3.3,train
10,43.45501061325358,472,40.10411149364407,3_fire_site_3.3,train
11,31.323137079522056,305,55.24180327868852,3_fire_site_3.3,train
12,39.77118210615124,318,55.75163374606918,3_fire_site_3.3,train
13,30.841856044004814,248,102.78610131048387,3_fire_site_3.3,train
14,40.405415319484554,309,57.80890978964401,3_fire_site_3.3,train
15,39.3425016920842,642,43.352815907320874,3_fire_site_3.3,train
16,27.265603260075736,148,53.782939189189186,3_fire_site_3.3,train
17,35.64890366542967,366,56.689949410860656,3_fire_site_3.3,train
18,26.796629707348337,436,74.72488711295871,3_fire_site_3.3,train
19,36.31980625357947,372,49.085422967069896,3_fire_site_3.3,train
20,42.86430667642064,458,53.28936954148472,3_fire_site_3.3,train
21,30.71323612026127,293,51.21320392491467,3_fire_site_3.3,train
22,39.177975021721835,344,52.68541061046512,3_fire_site_3.3,train
23,30.24701236470112,312,100.57644731570512,3_fire_site_3.3,train
24,39.7841733520095,302,52.7682119205298,3_fire_site_3.3,train
25,40.45860128983279,582,48.308040028994846,3_fire_site_3.3,train
26,28.39415833256604,177,38.80327507062147,3_fire_site_3.3,train
27,36.803909800762,368,55.40612262228261,3_fire_site_3.3,train
28,27.91208780323631,453,74.49479166666667,3_fire_site_3.3,train
29,37.436885274542206,400,55.793125,3_fire_site_3.3,train
30,38.68709830663155,599,48.03964941569282,3_fire_site_3.3,train
31,26.656158221002407,312,41.22676282051282,3_fire_site_3.3,train
32,35.00967600074839,373,60.902815013404826,3_fire_site_3.3,train
33,26.161514373952997,425,75.22786764705883,3_fire_site_3.3,train
34,35.67050182979733,486,53.52957818930041,3_fire_site_3.3,train
35,39.874912863400674,631,52.6078397385103,3_fire_site_3.3,train
36,27.802409941796782,122,43.720799180327866,3_fire_site_3.3,train
37,36.21731846466156,382,52.04397087696335,3_fire_site_3.3,train
38,27.351369637987712,511,67.73791050024462,3_fire_site_3.3,train
39,36.87868861344035,350,48.59198660714286,3_fire_site_3.3,train
40,41.11452652613813,575,47.67260869565217,3_fire_site_3.3,train
41,29.766512780651862,77,40.581726866883116,3_fire_site_3.3,train
42,37.39383271794252,386,57.08031088082902,3_fire_site_3.3,train
43,28.694652486879598,619,67.87053841882067,3_fire_site_3.3,train
44,38.05721914028262,335,51.017164179104476,3_fire_site_3.3,train
45,44.150756711399715,469,48.264767124200425,3_fire_site_3.3,train
46,32.00568616751826,219,59.368721461187214,3_fire_site_3.3,train
47,40.438748122795815,327,63.65672782874618,3_fire_site_3.3,train
48,31.517010886017793,333,97.92146443318319,3_fire_site_3.3,train
49,41.12203279458862,237,54.32911392405063,3_fire_site_3.3,train
50,8.741322318918064,804,32.16469023595402,4_station_pedestrian_bridge_4.4,test
51,67.55664019549167,192,70.453125,4_station_pedestrian_bridge_4.4,test
52,26.694476429990374,17,22.193474264705884,4_station_pedestrian_bridge_4.4,test
53,9.089351644277201,781,21.092038827424776,4_station_pedestrian_bridge_4.4,test
54,40.6013868355186,293,23.812286689419796,4_station_pedestrian_bridge_4.4,test
55,8.34108289884809,1185,29.903176145915744,4_station_pedestrian_bridge_4.4,test
56,5.488389532523351,2382,13.704885910380098,4_station_pedestrian_bridge_4.4,test
57,7.573070958170615,730,26.97156547650899,4_station_pedestrian_bridge_4.4,test
58,8.790414077739054,246,30.514691112487295,4_station_pedestrian_bridge_4.4,test
59,69.37215284863603,189,72.62433862433862,4_station_pedestrian_bridge_4.4,test
60,27.377655502486192,15,15.758528645833334,4_station_pedestrian_bridge_4.4,test
61,9.146728619527549,784,22.156580477344747,4_station_pedestrian_bridge_4.4,test
62,40.66202310068152,263,25.377807153041825,4_station_pedestrian_bridge_4.4,test
63,11.67815287871127,280,23.935433523995535,4_station_pedestrian_bridge_4.4,test
64,4.218865012104618,2664,12.159999034068248,4_station_pedestrian_bridge_4.4,test
65,7.973423159684211,947,30.163038501517953,4_station_pedestrian_bridge_4.4,test
66,8.747636118000878,742,33.010188264666866,4_station_pedestrian_bridge_4.4,test
67,66.7439101048446,47,54.744680851063826,4_station_pedestrian_bridge_4.4,test
68,25.35986519987521,22,4.136363636363637,4_station_pedestrian_bridge_4.4,test
69,9.016581995208288,736,22.31335681417714,4_station_pedestrian_bridge_4.4,test
70,40.461126698832025,278,25.384892086330936,4_station_pedestrian_bridge_4.4,test
71,7.282000251840561,100,1.26781494140625,4_station_pedestrian_bridge_4.4,test
72,6.435245266897227,1910,15.603884871717522,4_station_pedestrian_bridge_4.4,test
73,7.752832579882306,782,28.967552867996723,4_station_pedestrian_bridge_4.4,test
74,8.741542061735888,287,18.709543367711507,4_station_pedestrian_bridge_4.4,test
75,68.57161384932647,236,60.190677966101696,4_station_pedestrian_bridge_4.4,test
76,26.97599946032766,12,45.666666666666664,4_station_pedestrian_bridge_4.4,test
77,9.146441572140763,777,22.339168200008043,4_station_pedestrian_bridge_4.4,test
78,40.65031721461576,247,24.275303643724698,4_station_pedestrian_bridge_4.4,test
79,9.669110642628404,80,26.611129760742188,4_station_pedestrian_bridge_4.4,test
80,4.906989610600737,2626,13.778371957632212,4_station_pedestrian_bridge_4.4,test
81,7.749132305020572,465,26.470635920698925,4_station_pedestrian_bridge_4.4,test
82,8.601401511925873,484,27.242800121465006,4_station_pedestrian_bridge_4.4,test
83,69.75125100538985,162,75.17283950617283,4_station_pedestrian_bridge_4.4,test
84,27.601178563537488,11,21.29989346590909,4_station_pedestrian_bridge_4.4,test
85,9.156522915075689,785,22.00571125783738,4_station_pedestrian_bridge_4.4,test
86,40.65762879260487,248,24.236422631048388,4_station_pedestrian_bridge_4.4,test
87,13.16348223243706,89,24.085051461551966,4_station_pedestrian_bridge_4.4,test
88,3.9744109389069697,873,3.563554027509307,4_station_pedestrian_bridge_4.4,test
89,7.951272260883905,815,34.140122939033745,4_station_pedestrian_bridge_4.4,test
90,8.795634870415494,529,33.85611602264,4_station_pedestrian_bridge_4.4,test
91,69.15114447702243,229,75.97816593886463,4_station_pedestrian_bridge_4.4,test
92,27.2991646249585,13,33.81595552884615,4_station_pedestrian_bridge_4.4,test
93,9.132747571614543,782,22.040979409766624,4_station_pedestrian_bridge_4.4,test
94,40.66177059942997,252,24.663783482142858,4_station_pedestrian_bridge_4.4,test
95,11.059518987115192,283,27.317833566834143,4_station_pedestrian_bridge_4.4,test
96,4.39130162787452,3119,12.858788341388903,4_station_pedestrian_bridge_4.4,test
97,8.042358764061778,891,28.447001824341505,4_station_pedestrian_bridge_4.4,test
98,8.743146479735941,261,27.82834482010297,4_station_pedestrian_bridge_4.4,test
99,68.32712684473017,231,66.991341991342,4_station_pedestrian_bridge_4.4,test
100,26.967244560715653,23,27.265073029891305,4_station_pedestrian_bridge_4.4,test
101,9.129998903282477,776,22.31826373228093,4_station_pedestrian_bridge_4.4,test
102,40.668594656944144,249,24.89503325803213,4_station_pedestrian_bridge_4.4,test
103,9.32613739225678,747,30.972669323125835,4_station_pedestrian_bridge_4.4,test
104,4.935119164595306,2557,12.803913962342191,4_station_pedestrian_bridge_4.4,test
105,7.771983234494563,128,9.519518375396729,4_station_pedestrian_bridge_4.4,test
106,8.649009442369477,288,26.74740939670139,4_station_pedestrian_bridge_4.4,test
107,69.37485986615903,186,73.65053763440861,4_station_pedestrian_bridge_4.4,test
